row_id,Category Code,SPECS
200,[341614000000],"{'[Type]': '[Lighting]', '[Series]': '[101]', '[Material]': '[Steel]', '[Finish]': '[Bronze]'}"
201,[341524000000],"{'[Type]': '[Round Medium Distribution]', '[Series]': '[UHB-12]', '[Voltage Rating]': '[347 | V]', '[Fixture Wattage]': '[100 | W]', '[Amperage Rating]': '[0.3 | A]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Light Output]': '[137 | Lumens/W]', '[Average Life]': '[60000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[0 to 10 V Dimmable]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[12000 | Lumens]', '[Cord Type]': '[6 ft with Dimming Leads]', '[Enclosure Type]': '[IP65]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[White Polyester Powder Coated]'}"
202,[1010170000],"{'[Type]': '[Extra Abrasive]', '[Series]': '[SMT 325 Extra]', '[Disc Diameter]': '[5 | in]', '[Grit]': '[80]', '[Abrasive Material]': '[Zirconia Alumina]', '[Disc Type]': '[Flap]', '[Backing Material]': '[Plastic]', '[Maximum Speed]': '[12200 | rpm]'}"
203,[341114000000],"{'[Series]': '[ELM-LED-816]', '[Voltage Rating]': '[120 to 277 | V]', '[Fixture Wattage]': '[2.7 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[1 | W]', '[Number of Heads]': '[2]', '[Lumens]': '[123 | Lumens]', '[Power Source]': '[Free Lead Calcium Battery]', '[Mounting Type]': '[Universal Wall/Ceiling]', '[Dimensions]': '[4.5 in H x 12.5 in W x 3 in D]', '[Material]': '[Thermoplastic]', '[Color]': '[Black]'}"
204,[341526000000],"{'[Series]': '[CB2-LED]', '[Color]': '[White]'}"
205,[341815000000],"{'[Series]': '[OFL]', '[Voltage Rating]': '[120 to 277 | V]', '[Fixture Wattage]': '[30 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[120 | Lumens/W]', '[Average Life]': '[1000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[3600 | Lumens]', '[Housing Material]': '[Aluminum Alloy]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[7 in H x 7.2 in W x 2 in D]'}"
206,[341827000000],"{'[Type]': '[Twin Head]', '[Series]': '[SFLS]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[100 | W]', '[Number of Lamps]': '[2]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[1500 | Lumens]', '[Mounting Type]': '[Eave/Wall]', '[Housing Material]': '[Polycarbonate]', '[Sensing Angle]': '[180 | deg]', '[Time Delay]': '[30, 60, 90 | sec]', '[Detection Range]': '[40 | ft]', '[Dimensions]': '[6.46 in H x 8.94 in W]'}"
207,[1012110000],"{'[Type]': '[Flat]', '[Series]': '[A 60 TZ Special]', '[Wheel Diameter]': '[5 | in]', '[Wheel Thickness]': '[3/64 | in]', '[Center Hole Size]': '[7/8 | in]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[12200 | rpm]', '[Bond Type]': '[Synthetic Resin/Fibre-Reinforced]', '[Applicable Materials]': '[Stainless Steel/Steel/Non-Ferrous Metals]'}"
208,[342014000000],"{'[Series]': '[BL4IC]', '[Voltage Rating]': '[120 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[50 | W]', '[Insulation Type]': '[Non-IC]', '[Mounting Type]': '[Recessed]', '[Diameter]': '[4 | in]'}"
209,[303725000000],"{'[Series]': '[LiteKeeper]', '[Amperage Rating]': '[20 | A]', '[Power Rating]': '[75 | W]', '[Frequency Rating]': '[50, 60 | Hz]', '[Coil Voltage]': '[120 to 277 | V]', '[Contact Form]': '[Normally Open]', '[Number of Poles]': '[2]', '[Mounting Type]': '[Surface]', '[Terminal Type]': '[10 AWG Stranded]', '[Display Type]': '[LCD]', '[Enclosure Type]': '[NEMA 1]', '[Temperature Rating]': '[0 to 50 | deg C]', '[Dimensions]': '[30 in H x 15 in W x 6.25 in D]'}"
210,[341330000000],"{'[Type]': '[Architectural]', '[Series]': '[ODVH-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[47 | W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Acrylic]', '[Lumens]': '[5000 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Steel]', '[Dimensions]': '[47.8 in H x 23.6 in W x 5.6 in D]'}"
211,[1010281200],"{'[Type]': '[Self-Fastening Semi-Open Coat]', '[Series]': '[FP 77 K T-ACT]', '[Disc Diameter]': '[5 | in]', '[Grit]': '[280]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Film]'}"
212,[341331000000],"{'[Series]': '[VT2]', '[Voltage Rating]': '[120 to 277 | V]', '[Fixture Wattage]': '[51 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED 5.0]', '[Light Output]': '[150 | Lumens/W]', '[Average Life]': '[60000 | hrs]', '[Color Temperature]': '[3500 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[Dimming Driver]', '[Lens Type]': '[Prismatic Glass]', '[Lumens]': '[6000 | Lumens]', '[Mounting Type]': '[Chain/Surface]', '[Housing Material]': '[Fiberglass/Metal]', '[Housing Finish]': '[Grey]', '[Dimensions]': '[5-7/8 in H x 7 in W x 49-13/16 in L]'}"
213,[1015240000],"{'[Type]': '[Drive]', '[Arbor Hole Size]': '[7/8 | in]', '[Shank Diameter]': '[3/4 | in]', '[Shaft Length]': '[2 -1/2 | in]', '[Suitable For Use With]': '[Milling Machine or CNC Machine/6 in Tufted Nylox Disc Brushes]', '[Maximum Speed]': '[2000 | rpm]'}"
214,[1012130000],"{'[Type]': '[Portable Snagging]', '[Series]': '[T1]', '[Maximum Diameter]': '[6 | in]', '[Head Thickness]': '[1 | in]', '[Center Hole Size]': '[5/8 | in]', '[Shape Type]': '[Type 1]', '[Grit]': '[16]', '[Grade]': '[Q]', '[Abrasive Material]': '[Zirconia Alumina]', '[Maximum Speed]': '[8000 | rpm]', '[Bond Type]': '[Resin]', '[Attachment Type]': '[Arbor Hole]', '[Applicable Materials]': '[Cast Iron/Cast Steel/Ductile Iron/Gray Iron/High-Nickel Alloys/Stainless Steel/White Iron]'}"
215,[1112130000],"{'[Type]': '[Ultra Thin Cut-Resistant]', '[Series]': '[69-840]', '[Size]': '[Small]', '[Palm Material]': '[HPPE]', '[Coating Material]': '[Foam Nitrile]', '[Material]': '[HPPE]', '[Color]': '[Sky-Blue]', '[Hand Type]': '[Paired]', '[Lining]': '[HPPE]', '[Cuff Style]': '[Seamless]', '[ANSI Puncture-Resistance Level]': '[3]', '[Resists]': '[Abrasion, Cut, Tear and Puncture]'}"
216,[1010190000],"{'[Type]': '[Flap]', '[Wheel Diameter]': '[1-1/2 | in]', '[Shank Diameter]': '[1/4 | in]', '[Grit]': '[60]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[25000 | rpm]', '[Attachment Type]': '[Unthreaded Stem]'}"
217,[342016000000],"{'[Series]': '[REL437]', '[Voltage Rating]': '[120 | V]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[14.4 | W]', '[Light Output]': '[81 | Lumens/W]', '[Recessed Trim Type]': '[Baffle]', '[Average Life]': '[50000 | hrs]', '[Light Color]': '[White]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[TRIAC]', '[Lumens]': '[1100 | Lumens]', '[Housing Material]': '[Die-Cast Aluminum]', '[Dimensions]': '[2.8 in H x 5 in W]'}"
218,[342013000000],"{'[Type]': '[Downlight]', '[Series]': '[RL276]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[8 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Number of Lamps]': '[1]', '[Average Life]': '[50000 | hrs]', '[Light Color]': '[Blanco]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Lumens]': '[1000 | Lumens]', '[Housing Material]': '[Cast Aluminum]', '[Dimensions]': '[3-1/8 in H x 4-3/8 in W x 2-1/2 in D]'}"
219,[1010190000],"{'[Type]': '[Drum]', '[Series]': '[SM 611 S]', '[Wheel Diameter]': '[4 | in]', '[Face Width]': '[4 | in]', '[Grit]': '[60]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[3700 | rpm]'}"
220,[341837000000],"{'[Series]': '[SWL]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[800 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Material]': '[Polycarbonate]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[3.32 in H x 6.15 in W x 5.27 in D]'}"
221,[182042000000],"{'[Type]': '[Infrared]', '[Mounting Type]': '[Surface]'}"
222,[341342000000],"{'[Series]': '[EU-LED]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[9 | W]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3000/3500/4100 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[TRIAC]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[720 | Lumens]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Polyester Powder Coated/White]', '[Dimensions]': '[1-5/8 in H x 3-1/2 in W x 18 in L]'}"
223,[341318000000],"{'[Type]': '[Standard]', '[Series]': '[SSF]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[75 | W]', '[Lamp Type]': '[T12]', '[Lamp Base Type]': '[Bi-Pin]', '[Number of Lamps]': '[2]', '[Cord Type]': '[Hardwired]', '[Mounting Type]': '[Ceiling]', '[Housing Finish]': '[White]', '[Dimensions]': '[3.5 in H x 4.25 in W x 96 in L]'}"
224,[341524000000],"{'[Type]': '[Round Medium Distribution]', '[Series]': '[UHB-24]', '[Voltage Rating]': '[347 | V]', '[Fixture Wattage]': '[197 | W]', '[Amperage Rating]': '[0.57 | A]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Light Output]': '[137 | Lumens/W]', '[Average Life]': '[60000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[0 to 10 V Dimmable]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[24000 | Lumens]', '[Cord Type]': '[6 ft with Dimming Leads]', '[Enclosure Type]': '[IP65]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[White Polyester Powder Coated]'}"
225,[341336000000],"{'[Type]': '[Wraparound]', '[Series]': '[ORW-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Acrylic]', '[Lumens]': '[3000, 4000, 5000 | Lumens]', '[Mounting Type]': '[Suspended/Surface]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss Baked White Enamel]'}"
226,[341121000000],"{'[Type]': '[Recessed]', '[Series]': '[ELX-606]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Legend]': '[EXIT]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[3, 5 | W]', '[Average Life]': '[219000 | hrs]', '[Light Color]': '[Red]', '[Mounting Type]': '[Ceiling/Recessed/Wall]', '[Power Source]': '[Nickel-Cadmium Battery]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Natural Aluminum]', '[Dimensions]': '[10-9/16 in H x 14-9/16 in W x 5-7/16 in D]'}"
227,[1015230000],"{'[Type]': '[T Special Abrasive]', '[Series]': '[SMT 950 T Special]', '[Specifications]': '[80 Grit]', '[Material]': '[Stainless Steel/Steel]', '[Dimensions]': '[4.5 in Dia]'}"
228,[1011120000],"{'[Type]': '[Narrow Face Crimped]', '[Series]': '[TLN-4]', '[Brush Diameter]': '[4 | in]', '[Face Width]': '[1/2 | in]', '[Arbor Hole Size]': '[1/2 to 3/8 | in]', '[Filament/Wire Type]': '[Crimped]', '[Filament/Wire Diameter]': '[0.008 | in]', '[Fill Material]': '[Steel]', '[Trim Length]': '[7/8 | in]', '[Maximum Speed]': '[12500 | rpm]', '[Attachment Type]': '[Arbor Hole]'}"
229,[1130210000],"{'[Type]': '[Direct]', '[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Lens Material]': '[Polycarbonate]', '[Strap Material]': '[Elastic]', '[Temple Style]': '[Ventilated]'}"
230,[1130240000],"{'[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Frame Material]': '[Polycarbonate]', '[Temple Style]': '[Adjustable]'}"
231,[1012110000],"{'[Type]': '[Flat]', '[Series]': '[A 60 TZ Special]', '[Wheel Diameter]': '[4-1/2 | in]', '[Wheel Thickness]': '[3/64 | in]', '[Center Hole Size]': '[7/8 | in]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[13300 | rpm]', '[Bond Type]': '[Synthetic Resin/Fibre-Reinforced]', '[Applicable Materials]': '[Stainless Steel/Steel/Non-Ferrous Metals]'}"
232,[1010281200],"{'[Type]': '[Self-Fastening Semi-Open Coat]', '[Series]': '[FP 77 K T-ACT]', '[Disc Diameter]': '[5 | in]', '[Grit]': '[280]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Film]'}"
233,[331614000000],"{'[Voltage Rating]': '[24, 10 | VDC]', '[Sensitivity]': '[0 to 100 | fc]', '[Environmental Conditions]': '[-40 to 70 deg C Temperature]'}"
234,[1010170000],"{'[Type]': '[Extra Abrasive]', '[Series]': '[SMT 325 Extra]', '[Disc Diameter]': '[5 | in]', '[Grit]': '[60]', '[Abrasive Material]': '[Zirconia Alumina]', '[Disc Type]': '[Flap]', '[Backing Material]': '[Plastic]', '[Maximum Speed]': '[12200 | rpm]'}"
235,[342014000000],"{'[Series]': '[BL4]', '[Voltage Rating]': '[120 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[50 | W]', '[Insulation Type]': '[Non-IC]', '[Mounting Type]': '[Recessed]', '[Diameter]': '[4 | in]', '[Height]': '[5.5 | in]'}"
236,[341526000000],"{'[Series]': '[CB2-LED]', '[Color]': '[White]'}"
237,[341827000000],"{'[Type]': '[Twin Head]', '[Series]': '[SFLS]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[70 | W]', '[Number of Lamps]': '[2]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[1000 | Lumens]', '[Mounting Type]': '[Eave/Wall]', '[Housing Material]': '[Polycarbonate]', '[Sensing Angle]': '[180 | deg]', '[Time Delay]': '[30, 60, 90 | sec]', '[Detection Range]': '[40 | ft]', '[Dimensions]': '[6.46 in H x 8.94 in W]'}"
238,[341330000000],"{'[Type]': '[Architectural]', '[Series]': '[ODVH-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[47 | W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Acrylic]', '[Lumens]': '[5000 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Steel]', '[Dimensions]': '[47.8 in H x 23.6 in W x 5.6 in D]'}"
239,[341815000000],"{'[Series]': '[OFL]', '[Voltage Rating]': '[120 to 277 | V]', '[Fixture Wattage]': '[30 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[120 | Lumens/W]', '[Average Life]': '[1000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[3600 | Lumens]', '[Housing Material]': '[Aluminum Alloy]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[7 in H x 7.2 in W x 2 in D]'}"
240,[1012130000],"{'[Type]': '[Portable Snagging]', '[Series]': '[T1]', '[Maximum Diameter]': '[6 | in]', '[Head Thickness]': '[1 | in]', '[Center Hole Size]': '[5/8 | in]', '[Shape Type]': '[Type 1]', '[Grit]': '[16]', '[Grade]': '[R]', '[Abrasive Material]': '[Zirconia Alumina]', '[Maximum Speed]': '[8000 | rpm]', '[Bond Type]': '[Resin]', '[Attachment Type]': '[Arbor Hole]', '[Applicable Materials]': '[Cast Iron/Cast Steel/Ductile Iron/Gray Iron/High-Nickel Alloys/Stainless Steel/White Iron]'}"
241,[1112130000],"{'[Type]': '[Ultra Thin Cut-Resistant]', '[Series]': '[69-840]', '[Size]': '[Medium]', '[Palm Material]': '[HPPE]', '[Coating Material]': '[Foam Nitrile]', '[Material]': '[HPPE]', '[Color]': '[Sky-Blue]', '[Hand Type]': '[Paired]', '[Lining]': '[HPPE]', '[Cuff Style]': '[Seamless]', '[ANSI Puncture-Resistance Level]': '[3]', '[Resists]': '[Abrasion, Cut, Tear and Puncture]'}"
242,[1024101000],"{'[Type]': '[Round Tip]', '[Series]': '[T16]', '[Maximum Diameter]': '[1 | in]', '[Grit]': '[20]', '[Bond Type]': '[Resin]', '[Shape Type]': '[Type 16]', '[Thread Size]': '[3/8 in - 24]', '[Maximum Speed]': '[36290 | rpm]', '[Abrasive Material]': '[Zirconia Alumina]'}"
243,[1015240000],"{'[Type]': '[Drive]', '[Arbor Hole Size]': '[7/8 | in]', '[Shank Diameter]': '[3/4 | in]', '[Shaft Length]': '[2 -1/2 | in]', '[Suitable For Use With]': '[Milling Machine or CNC Machine/5 in and 6 in Maximum Density Nylox Disc Brushes]', '[Maximum Speed]': '[2000 | rpm]'}"
244,[373326000000],"{'[Series]': '[69-250]', '[Glove Type]': '[Work]', '[Size]': '[Small]', '[Palm Material]': '[Nitrile]', '[Material]': '[Aramid]', '[Color]': '[Black/Yellow]', '[Style]': '[Left/Right Hand]', '[Lining]': '[13 ga Aramid]', '[Cuff Style]': '[Seamless]', '[Coating]': '[Nitrile]', '[Length]': '[220 | mm]', '[Resists]': '[Abrasion/Cut/Tear/Puncture]'}"
245,[1112110000],"{'[Size]': '[Medium]', '[Material]': '[Triple-Dipped PVC]', '[Color]': '[Blue]', '[Finish]': '[Flat]', '[Hand Type]': '[Left/Right]', '[Lining]': '[Cotton Interlock]', '[Cuff Style]': '[Gauntlet]', '[Coating]': '[PVC]', '[Length]': '[12 | in]', '[Resists]': '[Abrasion/Cut/Tear/Puncture]'}"
246,[331428000000],"{'[Series]': '[W2S]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Amperage Rating]': '[20, 15 | mA]', '[Number of Switches]': '[2]', '[Enclosure Type]': '[NEMA]', '[Mounting Type]': '[Wall]', '[Temperature Rating]': '[0 to 45 | deg C]', '[Color]': '[White]', '[Dimensions]': '[2 in H x 2 in W x 2 in D]'}"
247,[331419000000],"{'[Series]': '[CKT]', '[Operation Mode]': '[Auto On/Off]', '[Voltage Rating]': '[120 to 277 | V]', '[Amperage Rating]': '[20 | A]', '[Contact Form]': '[Normally Open]', '[Relay Rating]': '[20 A at 120/277 VAC Relay, 10 A at 120/277 VAC Electronic Ballast]', '[Number of Poles]': '[2]', '[Enclosure Type]': '[NEMA 1]', '[Temperature Rating]': '[32 to 122 | deg F]', '[Mounting Type]': '[Surface]', '[Dimensions]': '[18 in H x 15 in W x 6.25 in D]'}"
248,[342012000000],"{'[Type]': '[Insert]', '[Series]': '[RL475]', '[Suitable For Use With]': '[RL475 Series Downlights]', '[Material]': '[Die-Cast Aluminum]', '[Color]': '[Bronze]'}"
249,[341114000000],"{'[Series]': '[ELM-LED-804]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[5.4 | W]', '[Number of Heads]': '[2]', '[Lumens]': '[520 | Lumens]', '[Color Temperature]': '[6000 | K]', '[Power Source]': '[LiFePO4]', '[Mounting Type]': '[Universal Wall/Ceiling]', '[Dimensions]': '[5.5 in H x 12.125 in W x 3.75 in D]', '[Material]': '[Thermoplastic]', '[Color]': '[White]'}"
250,[341319000000],"{'[Series]': '[OMSD1]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[23 | W]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Light Output]': '[92 | Lumens/W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[Triac Dimming]', '[Lens Type]': '[PMMA Lens]', '[Lumens]': '[1800 | Lumens]', '[Mounting Type]': '[Surface/Flush]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Satin Nickel]', '[Dimensions]': '[3 in H x 14 in Dia]'}"
251,[1010120000],"{'[Type]': '[Abrasive]', '[Series]': '[CS 561]', '[Disc Diameter]': '[125 | mm]', '[Center Hole Size]': '[22 | mm]', '[Grit]': '[80]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Fibre]', '[Applicable Materials]': '[Steel/NF metals/Metals/Plastic/Stainless Steel/Wood]', '[Maximum Speed]': '[12200 | rpm]'}"
252,[341321000000],"{'[Type]': '[Architectural]', '[Series]': '[CB2-LED]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[215 | W]', '[Average Life]': '[70000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V 5% Dimming]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[30000 | Lumens]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Post Painted White]', '[Dimensions]': '[5.5 in H x 45-13/16 in W x 3-5/16 in D]'}"
253,[342014000000],"{'[Series]': '[RL442]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Mounting Type]': '[Junction Box]', '[Suitable For Use With]': '[Ideal for residential, hospitality, and commercial applications]', '[Diameter]': '[4 | in]', '[Height]': '[4 | in]', '[Color]': '[White]'}"
254,[3622210000],"{'[Type]': '[Standard Segment]', '[Series]': '[DT 600 ACM Supra]', '[Blade Diameter]': '[9 | in]', '[Cutting Width]': '[1/16 | in]', '[Segment Height]': '[5/64 | in]', '[Maximum Speed]': '[6600 | rpm]', '[Applicable Materials]': '[Steel/Stainless Steel/Metals/NF Metals/Castings/Aluminum]'}"
255,[1010130000],"{'[Type]': '[Self-Fastening]', '[Series]': '[PS22K]', '[Length]': '[5-1/4 | in]', '[Width]': '[3 | in]', '[Grit]': '[100]', '[Abrasive Material]': '[Aluminium Oxide]', '[Backing Material]': '[Paper]', '[Coat Type]': '[Semi-Open]', '[Applicable Materials]': '[Wood, Metals, Paint, Varnish, Plastic and Steel]', '[Backing Weight]': '[E-Weight]'}"
256,[341835000000],"{'[Type]': '[Medium No Cut-Off]', '[Series]': '[OWP-NC-201-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Optical]', '[Lumens]': '[6000 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9-1/2 in H x 14-1/2 in W x 7-3/4 in D]'}"
257,[341113000000],"{'[Series]': '[EBPLEDSD]', '[Chemical System]': '[NiCd]', '[Nominal Voltage]': '[120 to 277 | V]', '[Size]': '[1.9 in H x 6.1 in W x 19.8 in L]', '[Charge Current]': '[0.018 | W]', '[Charging Time]': '[24 | hrs]', '[Shelf Life]': '[90 | mins]', '[Dimensions]': '[1.9 in H x 6.1 in W]'}"
258,[1163111814],"{'[Series]': '[40-151]', '[Size]': '[Large]', '[Color]': '[White]', '[Material]': '[Microporous]', '[Resists]': '[Non-Hazardous Liquids/Dry Particles]'}"
259,[341342000000],"{'[Series]': '[EU-LED]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[9 | W]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3000/3500/4100 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[TRIAC]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[900 | Lumens]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Polyester Powder Coated/White]', '[Dimensions]': '[1-5/8 in H x 3-1/2 in W x 24 in L]'}"
260,[1015230000],"{'[Type]': '[T Special Abrasive]', '[Series]': '[SMT 950 T Special]', '[Specifications]': '[60 Grit]', '[Material]': '[Stainless Steel/Steel]', '[Dimensions]': '[4.5 in Dia]'}"
261,[1010190000],"{'[Type]': '[Drum]', '[Series]': '[SM 611 S]', '[Wheel Diameter]': '[4 | in]', '[Face Width]': '[4 | in]', '[Grit]': '[60]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[3700 | rpm]'}"
262,[342016000000],"{'[Series]': '[RL575]', '[Voltage Rating]': '[120 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[14 | W]', '[Ceiling Opening]': '[5 | in]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[Triac Dimming]', '[Lumens]': '[1100 | Lumens]', '[Mounting Type]': '[Ceiling]', '[Housing Material]': '[Die-Cast Aluminum]'}"
263,[341329000000],"{'[Type]': '[Round]', '[Series]': '[SMD4]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[9.5 | W]', '[Amperage Rating]': '[0.077 | A]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Lamp Base Type]': '[Edison]', '[Light Output]': '[81 | Lumens/W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% Dimming]', '[Lens Type]': '[Diffused Polystyrene]', '[Lumens]': '[737 | Lumens]', '[Insulation Type]': '[Spray Foam]', '[Mounting Type]': '[Surface]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Matte White]', '[Dimensions]': '[6-5/32 in Dia x 15/16 in H]'}"
